NOMBDEP;NOMBPROV;NOMBDIST;UBIGEO;BUDGET;SEX_M;SEX_F;AGE_0_2;AGE_3_8;AGE_9_18;AGE_19_45;AGE_46_65;AGE_66_120;AREA_URB;AREA_RUR;CONTRACT_SERV;SUBSIDY;CASES_COVID;UBN_1;UBN_2;UBN_3;UBN_4;UBN_5;UBN_6
AYACUCHO;LA MAR;AYNA;50503;243442;460255;443945;48483;110595;177734;357926;163882;49600;641564;262636;336720;258400;357;44.299999;25.719999;1.8099999;11.06;1.96;3.8099999
AYACUCHO;LA MAR;CHILCAS;50504;49994;85807;93293;8380;18435;34971;57652;31172;29720;26033;153067;46178;3040;5;89.68;3.71;5.6500001;17.42;1.61;21.940001
AYACUCHO;LA MAR;CHUNGUI;50505;136225.75;225425;230675;25469;69147;122543;140192;69370;31055;50492;405608;99994.5;2280;19;94.519997;26.48;10.11;9.9399996;2.0599999;10.28
AYACUCHO;LA MAR;LUIS CARRANZA;50506;68030;72406;70394;7933;13967;30839;49388;22124;19219;19107;123693;46220;0;1;96.059998;17.51;5.6900001;14.22;0.88;17.07
AYACUCHO;LA MAR;SANTA ROSA;50507;201867.5;634561;603839;81666;158640;242094;516698;195731;47816;901904;336496;201867.5;177840;41;58.650002;30.690001;3.29;6.71;4.0100002;2.77
AYACUCHO;LA MAR;TAMBO;50508;364886.6;532558;597242;66695;146015;278289;353028;183664;107584;721696;408104;200000;114000;116;77.5;24.809999;4.3299999;7.2199998;3.0799999;19.639999
AYACUCHO;LA MAR;SAMUGARI;50509;362331.39;526426;492574;63681;134064;221876;410907;151939;40890;570779;448221;190039.8;139080;113;61.700001;34.290001;6.5100002;13.92;2.97;5.0100002
AYACUCHO;LA MAR;ANCHIHUAY;50510;116555.52;231136;209464;29828;62783;104117;166007;60437;19215;99202;341398;0;3040;40;81.970001;45.91;11.08;3.4300001;2.29;5.98
AYACUCHO;LA MAR;ORONCCOY;50511;68557;56752;53848;6033;15305;25918;35973;20556;7708;19662;90938;0;0;1;96.32;22.1;50.139999;17;1.7;15.01
AYACUCHO;LUCANAS;PUQUIO;50601;541747.98;667171;735729;76952;179304;281979;490019;236776;144864;1331544;71356;676224.99;393680;518;63.740002;11.04;1.5;7.1999998;1.74;6.5300002
AYACUCHO;LUCANAS;AUCARA;50602;127037.68;140022;160578;9041;21095;38853;77921;76630;80827;223970;76630;100380.48;12920;18;86.559998;3.78;5.27;37.240002;0.68000001;14
AYACUCHO;LUCANAS;CABANA;50603;53783;109801;112599;7320;15501;27127;70724;58237;45858;217663;4736;50085;32680;13;80.940002;8.8599997;1.0700001;8.5900002;0.81;6.5799999
AYACUCHO;LUCANAS;CARMEN SALCEDO;50604;50000;83393;85007;6671;14849;23673;55524;40244;29161;159899;8501;50000;32680;6;77.650002;7.8299999;1.63;8.4799995;0.64999998;7.9899998
AYACUCHO;LUCANAS;CHAVIÑA;50605;50000;97524;101076;8611;23358;41550;56405;39074;31432;143810;54790;50000;22800;10;85.080002;19.85;5.8499999;18;4;15.23
AYACUCHO;LUCANAS;CHIPAO;50606;116175.5;129689;132811;11301;26368;45741;67051;64899;50584;157672;104828;0;6080;13;88.879997;9.0699997;6.8299999;19.41;0.77999997;13.46
AYACUCHO;LUCANAS;HUAC-HUAS;50607;61058.39;89947;74453;6671;16246;23993;53150;36581;28942;55302;109098;0;9880;0;93.389999;15.54;28.1;40.830002;2.3099999;3.8
AYACUCHO;LUCANAS;LARAMATE;50608;51110;81880;81020;6886;18076;31203;39595;37336;31095;77684;85216;115138.28;2280;6;84.190002;25.6;13.92;37.459999;0.34;5.3299999
AYACUCHO;LUCANAS;LEONCIO PRADO;50609;57050;57388;53512;3553;8829;13136;28102;31655;26810;50390;60510;50000;2280;2;88.580002;10.99;23.040001;58.349998;1.0599999;8.46
AYACUCHO;LUCANAS;LLAUTA;50610;50000;50449;41951;3119;7637;14737;25816;24310;17856;46684;45716;50000;6080;1;88.010002;14.91;1.17;24.27;2.3399999;2.9200001
AYACUCHO;LUCANAS;LUCANAS;50611;73018;136581;135719;11732;34226;55321;87179;52846;32289;159182;113118;49995;31160;15;84.580002;13.03;7.71;30.08;2.3900001;12.6
AYACUCHO;LUCANAS;OCAÑA;50612;59202.9;119338;118262;8178;26257;38847;64242;60153;43259;95234;142366;54402.9;12920;1;82.339996;17.780001;11.7;53.919998;2.1099999;10.64
AYACUCHO;LUCANAS;OTOCA;50613;132477.81;104596;84904;9577;20123;31852;72206;35834;22060;47240;142260;0;21280;10;79.879997;21.360001;52.009998;48.299999;2.3199999;5.5700002
AYACUCHO;LUCANAS;SAISA;50614;68552;44115;35185;3336;6671;8177;34216;18184;9469;47881;31419;46000;1520;0;89.339996;20.299999;17.26;30.959999;3.05;0
AYACUCHO;LUCANAS;SAN CRISTOBAL;50615;50000;79849;88351;10977;24859;39279;43045;31208;20662;108259;59941;50000;11400;11;94.980003;10.24;3.21;13.65;0.40000001;10.24
AYACUCHO;LUCANAS;SAN JUAN;50616;68948.1;66529;37571;3445;6674;12703;47582;21638;12918;86768;17332;50000;9120;4;82.860001;8.3500004;5.0500002;52.75;0.88;3.3
AYACUCHO;LUCANAS;SAN PEDRO;50617;99999.1;135376;131824;15496;36803;53806;68656;47026;46811;135806;131394;95000;5320;10;94.209999;12.55;13.51;24.370001;1.45;15.2
AYACUCHO;LUCANAS;SAN PEDRO DE PALCO;50618;50000;52637;45963;3229;9795;19376;24542;26588;16792;41657;56943;50000;5320;2;90.080002;11.02;13.22;44.630001;5.5100002;10.19
AYACUCHO;LUCANAS;SANCOS;50619;100000;255199;210101;26478;58876;78357;186098;77281;40255;257567;207733;100000;17480;80;64.860001;21.389999;6.7199998;35.880001;1.3099999;5.8499999
AYACUCHO;LUCANAS;SANTA ANA DE HUAYCAHUACHO;50620;49980;41862;42938;2152;5381;7963;24106;26581;20016;83939;861;49980;3040;2;86.699997;4.3499999;2.3;28.389999;1.53;6.3899999
AYACUCHO;LUCANAS;SANTA LUCIA;50621;50000;68572;62328;6351;13994;16363;52963;24759;17224;98713;32187;50000;4560;2;61.279999;19.59;27.33;47.610001;0.68000001;1.59
AYACUCHO;PARINACOCHAS;CORACORA;50701;357674.66;662149;722551;64110;163145;289451;461567;266247;149869;1113669;271031;197560;174800;618;69.300003;17.73;6.1399999;16.84;1.17;7.23
AYACUCHO;PARINACOCHAS;CHUMPI;50702;75730.91;122935;131665;11122;28820;50466;73307;47954;44606;196600;58000;0;24320;33;85.150002;18.530001;2.8900001;20.24;1.1799999;16.559999
AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;50703;49999.62;33839;38861;3946;8968;13512;21403;15066;10522;19729;52971;0;5320;0;92.339996;21.77;11.69;23.389999;1.21;18.950001
AYACUCHO;PARINACOCHAS;PACAPAUSA;50704;79892;33740;33860;2393;4666;12084;20459;15913;12802;30390;37210;0;3800;9;90.589996;21.959999;7.0599999;32.939999;5.8800001;12.16
AYACUCHO;PARINACOCHAS;PULLO;50705;100000;391741;317459;41746;97726;115668;321287;93779;41865;613986;95214;0;99560;19;55.720001;18.9;5.3499999;25.540001;1.5700001;4.48
AYACUCHO;PARINACOCHAS;PUYUSCA;50706;49999.95;114205;117195;11241;23200;39822;62783;54412;42453;119945;111455;47789.17;61560;25;79.379997;16.040001;8.2200003;30.860001;1.35;13.61
AYACUCHO;PARINACOCHAS;SAN FRANCISCO DE RAVACAYCO;50707;65016.16;31324;27976;2989;6456;7652;18412;12434;11717;24509;34791;41670.45;2280;2;87.82;13.2;16.75;48.73;0.50999999;17.77
AYACUCHO;PARINACOCHAS;UPAHUACHO;50708;50000;67569;66731;6458;16862;24875;37312;29300;20809;20570;113730;0;760;39;95.519997;10.99;6.2800002;33.860001;2.47;13.45
AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;50801;96696.6;173834;175766;18645;37291;64349;117215;70716;44112;291163;58437;276383.79;52440;112;57.419998;13.35;0.88;5.4400001;0.61000001;5.9699998
AYACUCHO;PAUCAR DEL SARA SARA;COLTA;50802;57635.2;25793;23407;2273;6477;8976;15453;9772;6931;31020;18180;0;3040;0;89.470001;10.53;6.4299998;26.9;0.57999998;7.5999999
AYACUCHO;PAUCAR DEL SARA SARA;CORCULLA;50803;50000;22300;25600;2162;5234;9102;12174;8533;11378;31175;16725;0;1520;1;97.080002;17.540001;1.75;42.110001;0.57999998;4.0900002
AYACUCHO;PAUCAR DEL SARA SARA;LAMPA;50804;50000;104593;104707;10232;22510;38427;63665;44566;31037;166212;43088;0;30400;8;84.220001;10.76;2.8699999;15.35;1.15;5.5999999
AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;50805;49999.97;31610;29790;2388;5344;8983;16828;14099;14895;49575;11825;0;22040;13;70.040001;10.97;2.95;11.81;1.27;8.0200005
AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;50806;50000;55051;58349;6028;16720;27298;33212;17971;12625;66311;47089;0;3800;19;93.290001;30.18;14.94;24.09;1.83;10.37
AYACUCHO;PAUCAR DEL SARA SARA;PARARCA;50807;50000;23630;23970;2499;3749;7725;13064;9316;11588;28742;18858;0;5320;2;90.419998;10.18;1.2;19.76;1.8;10.18
AYACUCHO;PAUCAR DEL SARA SARA;SAN JAVIER DE ALPABAMBA;50808;49999.91;16827;16373;1478;3752;3297;9210;7845;7959;11029;22171;0;3040;0;85.040001;8.6599998;14.17;36.220001;0;7.0900002
AYACUCHO;PAUCAR DEL SARA SARA;SAN JOSE DE USHUA;50809;57880;13288;11812;909;2499;4543;8405;4770;4089;16582;8518;0;5320;2;93.18;21.59;0;34.09;0;2.27
AYACUCHO;PAUCAR DEL SARA SARA;SARA SARA;50810;50000;26141;27959;1818;4660;8865;12502;14321;12616;48645;5455;0;7600;4;92.790001;14.42;6.73;9.6199999;0;15.87
AYACUCHO;SUCRE;QUEROBAMBA;50901;147830;116973;124427;10973;29192;47514;76913;45133;33125;210242;31158;222575.7;47120;22;69.589996;11.07;3.04;11.07;0.49000001;7.0599999
AYACUCHO;SUCRE;BELEN;50902;49999.16;17620;16480;1140;2384;5286;12438;7048;6012;28192;5908;0;2280;2;90.440002;5.8800001;28.68;28.68;0;11.03
AYACUCHO;SUCRE;CHALCOS;50903;49995.9;24957;24543;1450;6628;10149;13462;10977;7456;23818;25682;42289;3040;0;84.089996;4.5500002;7.9499998;6.8200002;0.56999999;7.3899999
AYACUCHO;SUCRE;CHILCAYOC;50904;50000;26684;24616;2275;4965;8998;15204;10032;10032;29270;22030;50000;1520;3;89.849998;8.6300001;4.5700002;8.6300001;0.50999999;11.68
AYACUCHO;SUCRE;HUACAÑA;50905;50000;17694;21006;1242;3622;7864;9934;8899;7347;29077;9623;50000;1520;0;93.629997;5.0999999;5.0999999;14.01;0.63999999;19.110001
AYACUCHO;SUCRE;MORCOLLA;50906;50000;55797;58903;4865;11698;22464;27640;27950;21118;84162;30538;46450;760;2;92.57;5.7600002;7.4299998;14.15;1.2;10.55
AYACUCHO;SUCRE;PAICO;50907;76866.6;28445;28755;1758;4861;10550;15929;13447;11068;51408;5792;45920;2280;1;89.260002;12.4;3.72;20.66;0;12.81
AYACUCHO;SUCRE;SAN PEDRO DE LARCAY;50908;50000;41076;42524;3932;10140;19865;20590;17486;11692;45318;38282;50000;1520;2;83.629997;7.1199999;5.3400002;23.129999;2.1400001;8.1899996
AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;50909;110249;47404;53096;3933;11903;18837;30326;21735;14387;26082;74418;246332;760;2;94.470001;4.21;9.21;25.530001;1.84;13.95
AYACUCHO;SUCRE;SANTIAGO DE PAUCARAY;50910;69685;30025;31475;1657;5177;11803;15944;15944;12217;51871;9629;43109;3040;0;96.730003;6.5300002;1.22;16.73;0.81999999;17.139999
AYACUCHO;SUCRE;SORAS;50911;66804.5;47211;49489;4555;10250;21121;27022;19671;14909;85001;11699;46000;4560;2;87.190002;8.6400003;6.96;18.379999;0.56;9.75
AYACUCHO;VICTOR FAJARDO;HUANCAPI;51001;78795;79162;96338;8215;18137;28485;54730;36807;31259;160671;14829;50000;28880;46;69.550003;16.82;4.3899999;10.3;1.0599999;8.4799995
AYACUCHO;VICTOR FAJARDO;ALCAMENCA;51002;50000;79480;83320;5868;15469;27311;47474;37660;31152;138689;24111;50000;3800;7;94.129997;5.3800001;5.5500002;11.09;0.81999999;14.03
AYACUCHO;VICTOR FAJARDO;APONGO;51003;91994.7;31360;35840;3627;6080;8533;19200;14507;16107;49387;17813;45999.2;1520;9;94.699997;9.0299997;0.93000001;4.3600001;0.93000001;11.53
AYACUCHO;VICTOR FAJARDO;ASQUIPATA;51004;65850;22943;24757;640;3521;3735;10671;11418;18354;16434;31266;47440;0;3;94.870003;7.6900001;2.99;10.68;1.71;11.97
AYACUCHO;VICTOR FAJARDO;CANARIA;51005;100000;172893;169907;16212;34771;49703;121804;70714;52476;300457;42343;94184;21280;66;78.900002;8.5600004;5.5599999;12.16;2.1800001;9.0799999
AYACUCHO;VICTOR FAJARDO;CAYARA;51006;72574.99;54406;66994;3947;9174;21762;36911;24109;26776;87690;33710;0;4560;6;94.07;4.4000001;7.8400002;10.9;0.56999999;16.059999
AYACUCHO;VICTOR FAJARDO;COLCA;51007;54422;48223;53877;4908;9175;17283;28912;21231;21231;60172;41928;46996;6080;0;84.330002;6.5300002;2.0899999;10.18;2.0899999;12.79
AYACUCHO;VICTOR FAJARDO;HUAMANQUIQUIA;51008;50000;53314;59286;6078;16741;20686;35081;19940;14608;49582;63018;49500.64;1520;1;88.769997;8.4899998;3.29;6.8499999;1.92;20.27
AYACUCHO;VICTOR FAJARDO;HUANCARAYLLA;51009;92514.56;63561;74439;5972;13864;26022;38073;29861;25595;136294;1706;49999.86;7600;18;89.089996;4.1199999;3.7;11.52;1.23;20.99
AYACUCHO;VICTOR FAJARDO;HUAYA;51010;50000;105198;118002;8322;21552;44064;63268;46518;41183;200261;22939;50000;10640;1;91.300003;7.9699998;5.8000002;17.389999;1.33;13.65
AYACUCHO;VICTOR FAJARDO;SARHUA;51011;137329.6;122353;128647;11307;33602;60163;69017;46509;32535;209504;41496;92198;1520;32;91.510002;8.3699999;2.0599999;6.8200002;1.8;16.469999
AYACUCHO;VICTOR FAJARDO;VILCANCHOS;51012;100000;111385;131015;10029;33714;50571;64334;50358;35101;72336;170064;92009.2;2280;2;93.07;10.46;11.75;27.139999;3.1700001;12.93
AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;51101;130343.18;296676;331224;30640;64449;131539;207504;116113;81565;233600;394300;0;28880;55;82.389999;10.25;6.27;16.51;2.8800001;19.99
AYACUCHO;VILCAS HUAMAN;ACCOMARCA;51102;49994.81;43419;50181;3381;9297;13522;23136;23242;22079;73422;20178;49994.81;760;3;91.959999;10.55;4.77;6.7800002;1.76;20.6
AYACUCHO;VILCAS HUAMAN;CARHUANCA;51103;51603;40979;45521;3591;8132;15842;19011;21123;19539;54181;32319;46000;6080;2;86.209999;10.92;18.969999;15.8;2.8699999;18.68
AYACUCHO;VILCAS HUAMAN;CONCEPCION;51104;49999;79560;86640;6762;18490;35078;46912;33705;26943;27471;138729;49999;1520;2;92.669998;10.12;5.9299998;23.209999;5.9299998;16.059999
AYACUCHO;VILCAS HUAMAN;HUAMBALPA;51105;50000;66142;72058;3170;11517;21871;38776;32014;32648;59802;78398;0;4560;0;91.230003;8.7700005;2.48;7.1199999;2.3199999;20.700001
AYACUCHO;VILCAS HUAMAN;INDEPENDENCIA;51106;56021;52725;57375;3593;9193;19759;28423;24725;25782;40152;69948;46250;760;7;94.099998;4.0100002;4.25;16.51;1.1799999;24.059999
AYACUCHO;VILCAS HUAMAN;SAURAMA;51107;75380.4;53159;56541;5073;10357;23250;28112;23250;21454;25470;84230;49996;0;5;95.919998;8.1599998;13.52;14.03;2.04;19.389999
AYACUCHO;VILCAS HUAMAN;VISCHONGO;51108;132027;181081;193019;19756;42154;77334;122129;65607;49760;159846;214254;98285;7600;17;87.389999;13.82;4.02;9.0799999;4.9000001;16.790001
CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;3279368.26;11383397;12756303;1310222;2702118;4114147;10791429;3777269;1569429;20196222;3943477;16805024.24;8496800;7792;21.91;14.39;1.9400001;1.02;1.75;3.4100001
CAJAMARCA;CAJAMARCA;ASUNCION;60102;200000;417052;477448;47013;116331;182560;275099;164945;113357;118504;775996;200000;31160;13;90.620003;9.3400002;3.3199999;1.41;2.6600001;17.34
CAJAMARCA;CAJAMARCA;CHETILLA;60103;348318.08;187729;230971;29057;57771;85685;142541;70241;37065;36608;382092;100000;1520;3;94.339996;31.51;7.1199999;7.1199999;3.8;23.51
CAJAMARCA;CAJAMARCA;COSPAN;60104;199999.59;382848;387652;41865;110153;180157;231630;134174;77553;81442;689058;199999.6;3800;23;93.150002;6.6300001;9.2399998;4.0900002;5.0999999;12.15
CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;191728.38;1022415;1146985;121482;277738;410201;831498;348774;192632;159002;2010398;199998.2;7600;12;91.540001;24.99;8.8800001;5.0900002;4;13.29
CAJAMARCA;CAJAMARCA;JESUS;60106;213720.72;818014;895686;104211;243768;363079;589917;270078;153056;362736;1350964;189756;48640;185;80.989998;22.98;4.6599998;3.3699999;3.8900001;7.9099998
CAJAMARCA;CAJAMARCA;LLACANORA;60107;257799.7;300939;344061;39462;89790;114496;255186;96081;53188;82012;562988;199800;8360;45;78.550003;23.02;3.4300001;1.3200001;5.0500002;9.7399998
CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;404534.7;2470836;2703964;311943;675819;930338;2243313;725236;308969;2235191;2939609;182000;248520;148;47.779999;18.780001;2.4000001;1.15;2.5599999;5.9299998
CAJAMARCA;CAJAMARCA;MAGDALENA;60109;346939.51;454707;485593;46901;112104;188975;333681;172160;93115;329334;610966;200000;50920;163;71.959999;17.41;6.27;7.4699998;2.04;8.2299995
CAJAMARCA;CAJAMARCA;MATARA;60110;107072;186904;209896;17958;45411;72405;129941;79726;54676;87504;309296;100000;7600;30;83.199997;18.030001;3.6700001;10.03;1.71;9.2200003
CAJAMARCA;CAJAMARCA;NAMORA;60111;278372.17;502619;556381;72293;160371;215277;371874;159914;86706;195717;863283;199972.5;42560;52;85.529999;26.549999;8.1899996;15.19;3.5699999;11.94
CAJAMARCA;CAJAMARCA;SAN JUAN;60112;152147.94;241130;253370;25051;64515;99060;169638;83046;55707;111986;382514;99970;33440;64;81.489998;17.200001;4.8800001;2.0899999;2.48;11
CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;636938.57;1639368;1822532;194865;448686;693730;1264038;570308;311762;2042150;1419750;195550;519080;482;61.18;14.05;2.3599999;2.25;3.48;6.6799998
CAJAMARCA;CAJABAMBA;CACHACHI;60202;356326.79;1253250;1251450;182941;415500;555912;809060;365545;188342;96196;2408504;199559.57;20520;82;90.239998;15.83;15.74;8.1099997;7.5599999;9.9899998
CAJAMARCA;CAJABAMBA;CONDEBAMBA;60203;516628.34;726491;778809;86297;204885;319872;515643;246064;140753;130177;1375123;176721.2;12920;24;86.629997;19.66;2.3599999;1.9299999;4.5100002;11.69
CAJAMARCA;CAJABAMBA;SITACOCHA;60204;248011.03;415818;428982;60640;136244;182933;262474;134443;74028;279350;565450;182000;38000;29;91.540001;17.24;4.6199999;2.6400001;5.8699999;9.1099997
CAJAMARCA;CELENDIN;CELENDIN;60301;664238.14;1329209;1485491;150053;335122;561221;1048759;466915;269171;2050365;764335;278423.28;361760;266;51.779999;17.67;2.1400001;2.74;1.8200001;5.5799999
CAJAMARCA;CELENDIN;CHUMUCH;60302;100000;143418;132782;12462;41360;68325;84869;44583;26320;17404;258797;0;3800;3;97.510002;34.209999;9.1700001;3.54;3.01;8.3900003
CAJAMARCA;CELENDIN;CORTEGANA;60303;218959;353891;370109;45753;111054;180651;229626;107080;54023;51338;672662;200000;3800;12;95.019997;49.900002;5.29;5.3899999;2.3900001;12.91
CAJAMARCA;CELENDIN;HUASMIN;60304;363270.3;554668;586032;55746;138989;235766;405153;197528;114500;130719;1009981;199994;7600;4;95.830002;30.98;4.3200002;6.3899999;3.9300001;13.06
CAJAMARCA;CELENDIN;JORGE CHAVEZ;60305;51419.5;22786;24614;1827;5267;8491;13543;10426;8276;20744;26656;0;1520;2;88.199997;16.77;3.1099999;4.9699998;0;2.48
CAJAMARCA;CELENDIN;JOSE GALVEZ;60306;114034.26;131139;143061;13533;30932;47043;85600;56494;43176;40598;233602;0;13680;42;77.809998;11.1;2.8399999;6.7800002;2.0999999;7.4000001
CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;60307;126862;194629;216971;19978;58647;94737;144898;63695;31042;35123;376477;100000;3040;7;95.029999;34.990002;1.8099999;1.63;4.1599998;8.0500002
CAJAMARCA;CELENDIN;OXAMARCA;60308;272790.56;286907;292493;30506;85933;115364;208923;90122;51882;63483;515917;199999.57;10640;4;95.910004;30.9;4.52;12.94;5.8200002;8.4200001
CAJAMARCA;CELENDIN;SOROCHUCO;60309;331050.17;371230;409470;34051;94634;141467;265210;158439;91518;63375;717325;199118;27360;9;93.209999;16.27;12.64;10.86;3.1600001;6.75
CAJAMARCA;CELENDIN;SUCRE;60310;127998.96;260141;279259;31363;65519;107300;182163;99352;57141;110415;428985;100000;33440;34;83.910004;14.12;3.8699999;4.6599998;4.1399999;4.73
CAJAMARCA;CELENDIN;UTCO;60311;100396.77;58433;54567;5263;12675;24061;35339;23202;13319;6445;106555;0;760;4;85.580002;19.33;9.8199997;11.66;2.1500001;6.1300001
CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;60312;275083.71;334567;355833;35658;88609;151226;245098;114923;58321;99135;591265;99200;5320;7;96.239998;36.630001;10.2;1.85;5.5100002;10.87
CAJAMARCA;CHOTA;CHOTA;60401;1465567.5;2297774;2710126;245709;554865;889982;1958564;903447;484201;2304668;2703232;1697593.33;589000;578;51.990002;23.15;3.5699999;8.0500002;1.88;9.8999996
CAJAMARCA;CHOTA;ANGUIA;60402;162647;165479;175821;18961;35768;80800;106979;64209;38138;37922;303378;100000;0;3;89.919998;36.549999;1.5;3;1.39;9.8599997
CAJAMARCA;CHOTA;CHADIN;60403;100000;177425;186475;20360;51170;77240;119469;65282;33395;76163;287737;99918.3;2280;0;84.910004;40.490002;1.12;4.3099999;1.87;9.0900002
CAJAMARCA;CHOTA;CHIGUIRIP;60404;100000;191414;200786;18204;39425;73787;134001;78311;50735;34470;357730;0;760;17;88.650002;15.74;0.94999999;0.69;2.9200001;13.41
CAJAMARCA;CHOTA;CHIMBAN;60405;163598.45;117188;118912;13895;36083;51808;78520;36406;20465;57409;178691;100000;0;6;89.440002;31.52;4;1.12;1.28;7.1999998
CAJAMARCA;CHOTA;CHOROPAMPA;60406;130218;123023;122377;12065;34688;54186;78532;44814;22838;33934;211466;98000;3040;0;91.550003;35.639999;5.8400002;1.08;4.4499998;8.6000004
CAJAMARCA;CHOTA;COCHABAMBA;60407;292564.98;281593;299907;25208;65605;117420;184964;116343;77347;135734;445766;195097.5;9880;92;75.860001;21.85;11.24;13.07;1.49;12.56
CAJAMARCA;CHOTA;CONCHAN;60408;234795.53;290308;315192;31239;71634;124741;209517;107721;65171;51060;554440;163495.12;22800;29;84.110001;20.940001;2.8900001;3.29;2.0999999;13.22
CAJAMARCA;CHOTA;HUAMBOS;60409;289578.1;411793;445507;39208;99636;168466;276503;166419;114716;149400;707900;199944;5320;29;83.75;20.16;9.1999998;16.77;2.6700001;11.47
CAJAMARCA;CHOTA;LAJAS;60410;210000;554782;620818;50523;126038;220513;399228;243458;142628;229238;946362;199962.5;17480;51;78.040001;25.059999;6.1300001;12.01;1.8099999;10.65
CAJAMARCA;CHOTA;LLAMA;60411;390557.69;369593;389307;35979;82299;135622;251207;155873;103197;327905;430995;153999.5;12160;47;73.519997;10.73;27.389999;16.879999;1.95;6.6199999
CAJAMARCA;CHOTA;MIRACOSTA;60412;116898.99;173128;168172;18853;47726;76491;98792;62270;39646;17776;323524;100000;1520;2;96.580002;18.540001;45.580002;29.469999;2.54;9.2700005
CAJAMARCA;CHOTA;PACCHA;60413;174780.85;227509;248191;24237;57847;98350;164922;85854;47721;123126;352574;0;6840;27;77.82;34.84;5.02;3.4200001;3.8499999;7.6399999
CAJAMARCA;CHOTA;PION;60414;61340;67663;63137;6896;17347;26182;44390;24027;12714;65615;65185;50000;760;1;84.910004;43.799999;1.22;0.73000002;0.73000002;6.0799999
CAJAMARCA;CHOTA;QUEROCOTO;60415;380868;416233;429267;42765;109983;179894;259392;159750;99642;142838;702662;102805;9120;8;82.120003;32.73;12.38;19.559999;4.2399998;6.3800001
CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;60416;60774.57;52135;49765;4416;9695;18204;28868;22513;19712;17127;84773;49999.74;0;4;96.519997;29.75;15.19;40.189999;1.27;6.6500001
CAJAMARCA;CHOTA;TACABAMBA;60417;273455.6;799617;840983;77236;183773;334260;556921;314978;184419;285462;1355138;199997.6;31160;47;74.480003;25.33;7.9200001;3.1300001;2.54;10.99
CAJAMARCA;CHOTA;TOCMOCHE;60418;50000;47417;42783;4742;9376;13578;26618;18967;17458;20368;69832;50000;1520;8;91.82;28.299999;36.48;34.91;0.31;7.5500002
CAJAMARCA;CHOTA;CHALAMARCA;60419;240259.5;456612;523288;46534;110194;185273;359343;186566;98561;98992;880908;199939.5;1520;12;86.650002;31.129999;5.3299999;7.4899998;3.1600001;14.55
CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;501027.67;390319;405481;44516;94945;142364;271611;155483;93333;342793;453007;181290;29640;38;69.089996;11.82;11.78;25.02;4.1700001;3.7
CAJAMARCA;CONTUMAZA;CHILETE;60502;182238.2;125394;138406;11184;27746;45813;88722;58503;33123;197984;65816;0;36480;50;30.360001;12.05;6.5100002;7.23;1.5700001;4.46
CAJAMARCA;CONTUMAZA;CUPISNIQUE;60503;92373.4;73768;67532;6452;15270;24733;43121;30970;21829;17743;123557;648299.18;0;4;89.690002;15.25;6.9499998;8.7399998;5.1599998;3.1400001
CAJAMARCA;CONTUMAZA;GUZMANGO;60504;130333.9;137732;148268;14730;33546;60641;96659;48814;33331;24407;261593;100000;760;2;89.029999;7.6599998;7.6599998;24.57;2.74;5.5999999
CAJAMARCA;CONTUMAZA;SAN BENITO;60505;149372.66;187319;176781;16452;41507;66024;131188;71508;39786;53766;310334;0;2280;24;77.529999;10.37;20.84;22.93;2;2.55
CAJAMARCA;CONTUMAZA;SANTA CRUZ DE TOLED;60506;63903;55576;50524;6235;13760;21714;35259;18382;11072;15802;90298;0;1520;1;88.610001;13.92;11.71;11.08;7.9099998;7.5900002
CAJAMARCA;CONTUMAZA;TANTARICA;60507;140407.62;133530;128370;12471;26771;48811;83000;57842;34942;167827;94073;0;28120;3;73.269997;7.8099999;6.8000002;29.219999;2.1500001;5.3200002
CAJAMARCA;CONTUMAZA;YONAN;60508;100000;352490;364210;30001;71831;112908;236463;172051;101080;476904;239796;152803.6;100320;95;39.73;6.27;4.7600002;6.8299999;1.3;4.9699998
CAJAMARCA;CUTERVO;CUTERVO;60601;862165.09;2516407;2743093;250378;594373;1025516;2041743;912173;467045;2161348;3098152;2478609.44;526680;609;60.959999;22.709999;4.29;2.23;2.1300001;8.9799995
CAJAMARCA;CUTERVO;CALLAYUC;60602;256564.58;478829;467871;51557;122212;201321;337101;160619;80153;56462;890238;124209.75;7600;21;84.330002;41.799999;20.48;8.3800001;2.3499999;7.75
CAJAMARCA;CUTERVO;CHOROS;60603;207085;152574;144226;13254;36943;61259;100603;53432;33186;32665;264135;42250;9880;13;86.790001;38.299999;15.01;5.71;1.34;6.9400001
