NOMBDEP;NOMBPROV;NOMBDIST;UBIGEO;BUDGET;SEX_M;SEX_F;AGE_0_2;AGE_3_8;AGE_9_18;AGE_19_45;AGE_46_65;AGE_66_120;AREA_URB;AREA_RUR;CONTRACT_SERV;SUBSIDY;CASES_COVID;UBN_1;UBN_2;UBN_3;UBN_4;UBN_5;UBN_6
LIMA;YAUYOS;COCHAS;151010;54249.79;11925;12375;562;2588;1800;7200;6750;5962;22950;1350;0;4560;1;63.950001;18.6;0;37.209999;1.16;0
LIMA;YAUYOS;COLONIA;151011;59470;62619;62281;4955;12839;21061;32210;28944;25678;50681;74219;47000;2280;6;77.290001;20.959999;39.959999;77.07;1.3099999;0.66000003
LIMA;YAUYOS;HONGOS;151012;79149.8;18481;18819;1465;5747;7099;10593;6536;5973;34032;3268;0;760;5;93.650002;10.32;6.3499999;46.029999;2.3800001;3.1700001
LIMA;YAUYOS;HUAMPARA;151013;49991.29;8682;8118;451;677;1691;4285;4397;5863;15898;902;0;3040;1;55.419998;13.25;8.4300003;24.1;0;2.4100001
LIMA;YAUYOS;HUANCAYA;151014;50000;21536;17364;1015;3608;5187;13418;10261;5863;31120;7780;46664.22;3040;2;82.68;19.690001;7.0900002;65.349998;0.79000002;0.79000002
LIMA;YAUYOS;HUANGASCAR;151015;82939.57;27131;29269;2477;7092;9907;15535;12383;9569;28707;27693;47817.6;1520;1;71.82;21.549999;24.860001;44.75;2.21;2.76
LIMA;YAUYOS;HUANTAN;151016;82664.38;35588;34912;2928;9798;12501;19821;16217;10248;68923;1577;46000;2280;4;85.949997;17.77;8.6800003;66.940002;1.24;2.48
LIMA;YAUYOS;HUAÑEC;151017;56199.79;22527;18473;338;2591;3830;9236;13066;12390;38071;2929;49999.64;3040;0;92.389999;5.4299998;98.910004;32.07;0.54000002;1.09
LIMA;YAUYOS;LARAOS;151018;50000;29398;32102;2591;5181;9574;17797;14080;12953;44717;16783;0;11400;0;74.769997;12.16;3.1500001;15.77;1.8;2.7
LIMA;YAUYOS;LINCHA;151019;50314.5;25820;24580;2030;7780;11050;12854;10599;6427;15560;34840;47000;760;3;90.849998;29.27;75.610001;70.730003;1.22;6.0999999
LIMA;YAUYOS;MADEAN;151020;50000;29735;34465;3266;8447;15656;15881;12389;9011;25117;39083;0;5320;2;90.290001;27.18;10.68;60.189999;0.97000003;2.9100001
LIMA;YAUYOS;MIRAFLORES;151021;49999.4;11942;13858;1014;2366;4056;6309;6647;5633;21068;4732;0;760;0;88.540001;13.54;5.21;15.63;0;1.04
LIMA;YAUYOS;OMAS;151022;49999.17;32222;28278;1352;4394;6422;16223;17125;15322;34362;26138;46304.17;8360;5;59.400002;9.3999996;22.65;23.93;0.43000001;1.28
LIMA;YAUYOS;PUTINZA;151023;76569.7;27244;27356;2477;6079;9344;17224;11821;8331;49872;4728;0;10640;10;53.889999;18.559999;2.4000001;54.490002;0.60000002;0.60000002
LIMA;YAUYOS;QUINCHES;151024;53814;34694;33906;1802;5294;10025;16446;17347;18136;47874;20726;46930.5;12920;2;86.639999;12.64;6.1399999;40.790001;0.72000003;3.25
LIMA;YAUYOS;QUINOCAY;151025;50000;26578;21622;2365;3041;5743;12726;15091;9235;41556;6644;46800;35720;35;57.869999;7.6100001;9.1400003;18.780001;1.52;1.52
LIMA;YAUYOS;SAN JOAQUIN;151026;50000;10702;7998;563;789;1690;5633;5745;4393;15996;2704;0;3040;0;79.269997;9.7600002;13.41;24.389999;0;0
LIMA;YAUYOS;SAN PEDRO DE PILAS;151027;49999.92;16909;14091;1127;2367;2931;6876;8229;9920;24575;6425;82074;9120;1;79.129997;15.65;0;7.8299999;0;4.3499999
LIMA;YAUYOS;TANTA;151028;49999.93;22757;21743;1352;3943;9914;13632;9238;6759;43035;1465;49999.93;6840;6;87.919998;12.08;6.71;8.7200003;4.0300002;9.3999996
LIMA;YAUYOS;TAURIPAMPA;151029;49999.39;29508;26692;1014;1577;7321;17682;14641;14754;42685;13515;0;760;3;67.370003;21.610001;13.98;75.849998;0.41999999;1.6900001
LIMA;YAUYOS;TOMAS;151030;56463;28063;27837;1916;5410;10819;18258;13750;6199;27837;28063;0;2280;3;89.25;11.83;44.619999;77.419998;1.61;1.08
LIMA;YAUYOS;TUPE;151031;50000;27692;32308;3715;6867;10582;16660;12270;10582;36135;23865;0;760;3;87.699997;28.879999;8.5600004;88.239998;2.6700001;3.21
LIMA;YAUYOS;VIÑAC;151032;50000;74695;81905;7886;20054;35826;42361;29517;23208;49121;107479;0;0;2;89.559998;20.459999;18.58;45.299999;1.46;5.8499999
LIMA;YAUYOS;VITIS;151033;54085.79;15908;14892;790;1128;6205;8010;7672;7221;29446;1354;0;1520;1;94.550003;10.91;4.5500002;13.64;0;3.6400001
LORETO;MAYNAS;IQUITOS;160101;1966639.11;7377061;7927539;704030;1647495;2671919;5970600;3021474;1402647;15085221;219379;33006784.77;4235480;4820;8.4399996;12.31;1.3099999;4.0599999;3.0899999;0.47
LORETO;MAYNAS;ALTO NANAY;160102;100000;181835;162765;26082;62990;85012;105804;46627;19807;88334;256266;0;0;19;32.349998;44.119999;86.379997;39.16;6.1900001;4.02
LORETO;MAYNAS;FERNANDO LORES;160103;348376;836762;774138;111101;261327;404171;460521;251484;131402;664267;946633;200000;29640;117;27.620001;39.599998;45.73;46.59;5.1500001;2.02
LORETO;MAYNAS;INDIANA;160104;228047.5;621233;581367;93388;209415;298497;341561;180132;87359;429289;773311;200000;25840;391;13.95;42.560001;44.490002;26.809999;5.1700001;2.6099999
LORETO;MAYNAS;LAS AMAZONAS;160105;200000;491038;442562;61518;169421;234015;275725;136447;60903;272526;661074;0;3040;202;2.3699999;47.040001;86.040001;46.799999;7.0999999;4.8499999
LORETO;MAYNAS;MAZAN;160106;222000;747087;740813;110980;275113;367023;450935;209042;82436;553918;933982;0;12160;865;10.45;47.07;61.25;57.490002;7.5599999;2.0599999
LORETO;MAYNAS;NAPO;160107;200000;862388;809112;133006;322242;434701;495483;220242;73086;302063;1369436;0;3800;1329;2.52;58.16;70.769997;69.830002;9.0100002;3.53
LORETO;MAYNAS;PUNCHANA;160108;431842.7;4331697;4532003;546783;1286245;1824416;3316259;1406946;527712;8150691;713009;66000;734160;2426;12.19;24.870001;7.1999998;12.17;4.8099999;1.16
LORETO;MAYNAS;TORRES CAUSANA;160110;120000;245212;248288;44416;104458;122545;151704;56597;15134;47984;445516;100000;760;317;1.79;70.480003;79.169998;82.139999;8.1000004;1.3099999
LORETO;MAYNAS;BELEN;160112;1221530.41;3808554;3909446;467549;1127900;1633714;2852663;1198647;477638;6736763;981237;95643;1001680;849;17.139999;26.610001;10.83;15.97;4.8499999;0.92000002
LORETO;MAYNAS;SAN JUAN BAUTISTA;160113;1402777.62;7548950;7875250;992927;2268721;3320583;5726493;2384870;804554;13782979;1641221;499982.49;1360400;1671;32.580002;23.52;4.1799998;12.8;3.97;1.04
LORETO;ALTO AMAZONAS;YURIMAGUAS;160201;2093417.5;5012680;5146620;701903;1527758;2225916;3678154;1507536;562346;8470640;1688660;5812156.19;1650720;2055;42.330002;23.5;7.6700001;12.42;5.6399999;2.02
LORETO;ALTO AMAZONAS;BALSAPUERTO;160202;215210;853185;850315;169514;374478;424159;553229;159278;26338;126324;1577176;195477;5320;144;65.830002;51.060001;70.589996;85.260002;10.99;6.1900001
LORETO;ALTO AMAZONAS;JEBEROS;160205;100000;245544;237056;43192;91377;125831;149174;56424;18600;285366;197234;100000;0;60;71.43;38.540001;43.34;37.09;9.96;5.52
LORETO;ALTO AMAZONAS;LAGUNAS;160206;317235.8;740827;725473;105476;251769;352376;448116;216569;99484;977492;488808;1740318.07;16720;114;52.619999;39.029999;24.26;28.02;5.9200001;4.48
LORETO;ALTO AMAZONAS;SANTA CRUZ;160210;99999.04;257883;233917;38570;90995;127194;145418;65157;26587;107347;384453;99999.04;1520;38;26.73;40.669998;70.510002;53.459999;12.67;3.5699999
LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;160211;100000;363385;322315;51181;113597;160783;222075;101863;39322;393095;292605;0;10640;13;61.419998;25.91;36.150002;41.880001;7.1599998;2.0799999
LORETO;LORETO;NAUTA;160301;261926.2;1730636;1752364;249511;597386;850085;1079168;502919;221761;2396275;1086725;1728552.68;139080;1815;37.48;29.620001;32.419998;19.549999;5.1300001;2.1900001
LORETO;LORETO;PARINARI;160302;122000;349864;329436;48176;125989;175227;204038;91038;37785;142756;536544;0;2280;125;3.8599999;46.02;82.459999;20.110001;3.78;1.53
LORETO;LORETO;TIGRE;160303;208905;388355;358245;66241;153618;177588;233556;89266;28929;213129;533471;67110;0;762;11.35;47.110001;57.91;34.529999;6.8099999;3.1600001
LORETO;LORETO;TROMPETEROS;160304;280928.47;471176;466924;91637;192131;243972;304670;87858;19721;227676;710424;0;3040;409;14.09;45.57;35.349998;48.560001;12.74;5.75
LORETO;LORETO;URARINAS;160305;200000;681805;661495;111587;266983;327914;458158;138628;42746;294851;1048449;300075;4560;132;1.48;55.330002;85.010002;51.009998;13.05;11.88
LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;160401;518178.86;1166431;1128169;164288;418612;536682;792900;292334;98623;1224772;1069828;867014;93480;616;13.44;38.919998;40.790001;31.860001;10.55;2.8
LORETO;MARISCAL RAMON CASTILLA;PEBAS;160402;319357;683162;641238;99254;248388;348021;393986;172495;66675;410150;914250;200000;5320;84;9.1000004;42.029999;61.939999;39.950001;7.3400002;2.03
LORETO;MARISCAL RAMON CASTILLA;YAVARI;160403;261046;528736;504364;88396;184369;236271;365455;122618;39652;196240;836860;200000;19000;371;0.91000003;32.02;63.189999;24.059999;7.9099998;1.83
LORETO;MARISCAL RAMON CASTILLA;SAN PABLO;160404;299071;655488;615712;101272;249896;311013;406602;155443;51646;347885;923315;150000;6080;296;5.6199999;40.700001;68.550003;41.799999;6.3800001;2.75
LORETO;REQUENA;REQUENA;160501;297169;1388876;1447224;220769;495678;696883;874772;391833;170723;2558803;277297;53800;155040;353;37.5;33.810001;13.33;21.950001;4.5300002;2.4200001
LORETO;REQUENA;ALTO TAPICHE;160502;49999.5;83723;78377;13423;29917;38335;50052;21500;9328;65978;96122;0;0;4;42.860001;39.939999;51.619999;49.349998;12.01;2.5999999
LORETO;REQUENA;CAPELO;160503;100000;138424;136376;20587;50501;62103;81325;40833;21156;183579;91221;0;3040;3;8.3900003;37.5;33.049999;23.290001;2.9100001;3.0799999
LORETO;REQUENA;EMILIO SAN MARTIN;160504;202496.28;347149;316551;50048;129669;161062;199963;88266;37308;279926;383774;96000;2280;124;15.29;45.560001;89.830002;34.509998;6.4099998;2.96
LORETO;REQUENA;MAQUIA;160505;199999.91;429265;396735;63923;157420;205761;251372;105440;46293;273210;552790;199999.9;1520;318;27.709999;47.099998;90.139999;32.150002;6.5700002;1.61
LORETO;REQUENA;PUINAHUA;160506;100000;254780;234420;35942;90197;121362;154915;65287;23658;259557;229643;95659;6080;253;10.48;41.509998;77.040001;24.84;6.3899999;1.89
LORETO;REQUENA;SAQUENA;160507;118139.5;192997;177303;28205;67327;92802;96214;59821;27750;112705;257595;97402.5;0;11;20.91;20.360001;58.869999;11.55;3.71;1.24
LORETO;REQUENA;SOPLIN;160508;49999.57;36271;27629;6481;13303;10915;21490;8528;3411;23650;40250;46065.57;1520;0;19.42;40.290001;66.910004;19.42;6.4699998;4.3200002
LORETO;REQUENA;TAPICHE;160509;63280;47877;41623;7392;15694;19560;28544;14784;3867;47764;41736;0;0;6;1.6;37.77;50;49.470001;9.04;2.1300001
LORETO;REQUENA;JENARO HERRERA;160510;116155;235537;224163;33096;87800;108385;128630;68352;35939;344604;115096;0;11400;114;37.400002;46.389999;33.299999;29.629999;4.8800001;2
LORETO;REQUENA;YAQUERANA;160511;50000;104845;105755;16375;45713;55038;66296;21833;6027;72550;138050;0;760;308;11.19;47.860001;63.099998;14.29;10.71;15.24
LORETO;UCAYALI;CONTAMANA;160601;229095;1355523;1376377;200927;477186;682682;870136;379007;133443;1980212;751688;920806.29;41040;363;17.51;31.540001;24.93;29.440001;5.04;1.85
LORETO;UCAYALI;INAHUAYA;160602;49974.36;102506;87394;14995;28702;46860;56583;29990;14058;108247;81653;49974.36;3040;19;33.68;29.049999;36.25;50.389999;3.0799999;1.54
LORETO;UCAYALI;PADRE MARQUEZ;160603;99990;222619;201881;28823;73347;102288;140485;60810;20739;170948;253552;99990;2280;41;2.9200001;39.740002;14.58;36.720001;5.1799998;2.3800001
LORETO;UCAYALI;PAMPA HERMOSA;160604;112832;326422;292678;46866;115876;140012;212537;78618;27417;164265;454835;1163980;1520;24;44.240002;29.99;17.860001;24.639999;7.6100001;1.4299999
LORETO;UCAYALI;SARAYACU;160605;240597.5;813351;749849;115055;287169;392265;479669;211949;83303;611361;951839;0;2280;238;19.780001;38.34;78.639999;20.690001;5.96;1.08
LORETO;UCAYALI;VARGAS GUERRA;160606;200000;366111;352989;41824;122896;201976;208068;109540;38310;597844;121256;0;29640;15;27.48;32.84;21.82;14.07;7;2.3099999
LORETO;DATEM DEL MARAÑON;BARRANCA;160701;202591.68;768619;761381;108950;265645;380564;537259;189583;54475;997186;532814;0;95000;875;49.189999;35.57;15.46;33.080002;7.75;3.24
LORETO;DATEM DEL MARAÑON;CAHUAPANAS;160702;199999.9;398695;405805;79612;169509;224234;256866;65899;9650;99039;705461;0;0;97;64.940002;69.349998;63.310001;96.519997;14.55;1.39
LORETO;DATEM DEL MARAÑON;MANSERICHE;160703;874578.7;523909;516291;95741;211418;260177;347918;99042;27935;334205;705995;260000;17480;317;33.299999;44.650002;63.779999;33.73;14.81;4.6500001
LORETO;DATEM DEL MARAÑON;MORONA;160704;130000;258890;250510;43296;100433;131921;177884;47233;10031;220037;289363;100000;3800;276;11.93;49.349998;60.09;59.869999;20.610001;6.0700002
LORETO;DATEM DEL MARAÑON;PASTAZA;160705;240341;313141;320759;55111;131936;161142;198983;68190;20571;224379;409521;92780;2280;167;36.060001;49.060001;59.700001;32.389999;14.69;4.71
LORETO;DATEM DEL MARAÑON;ANDOAS;160706;259962;724024;744976;157198;327347;384360;474768;109200;18031;178784;1290216;6615866.07;1520;608;48.59;56.009998;43.610001;87.610001;23.51;2.6800001
LORETO;PUTUMAYO;PUTUMAYO;160801;128631;212201;206299;32844;62608;98146;146642;58246;22580;342036;76464;0;32680;943;14.22;28.799999;44.5;21.629999;4.1999998;2.8399999
LORETO;PUTUMAYO;ROSA PANDURO;160802;49999.95;37606;27594;4492;10909;13990;24514;8471;3465;32985;32215;49999.95;0;50;0.77999997;52.34;96.879997;57.029999;3.1300001;0.77999997
LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;160803;50000;151427;134873;24126;48636;64549;100994;36574;12576;68912;217388;0;2280;88;2.25;34.459999;77.150002;61.049999;14.98;3.5599999
LORETO;PUTUMAYO;YAGUAS;160804;50000;76586;70814;11802;28736;33739;51571;17319;4618;20526;126874;0;760;115;0.79000002;33.990002;97.629997;59.290001;1.98;1.58
MADRE DE DIOS;TAMBOPATA;TAMBOPATA;170101;495474.46;5180452;5070548;575679;1370375;1864947;4498171;1589260;391007;9891168;359833;17453925.05;4420920;6716;11.7;18.139999;1.36;0.74000001;2.0999999;0.99000001
MADRE DE DIOS;TAMBOPATA;INAMBARI;170102;400269.44;742253;707247;108320;219677;233283;659428;194315;39761;981745;467755;49999.4;293360;530;19.93;25.43;12.89;11.35;3.05;2.02
MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;170103;71260;852826;787174;110963;242797;298674;706462;228134;59312;1427850;212150;50001.92;129200;389;22.51;24.860001;5.4200001;2.51;3.3499999;1.37
MADRE DE DIOS;TAMBOPATA;LABERINTO;170104;49961.02;352455;328545;45180;105420;135011;280591;98682;18495;549159;131841;49961.02;243200;189;22.52;30.77;12.39;5.8099999;2.9000001;3.03
MADRE DE DIOS;MANU;MANU;170201;105538.9;145919;122981;17081;39164;49656;100166;45508;19277;140184;128716;50000;7600;85;31.52;25.969999;19.379999;16.93;1.16;3.23
MADRE DE DIOS;MANU;FITZCARRALD;170202;54100;83183;77817;17198;30858;34030;56228;18417;4513;19515;141485;0;0;21;23.75;60.700001;54.549999;53.959999;6.4499998;5.8699999
MADRE DE DIOS;MANU;MADRE DE DIOS;170203;262243.14;368695;331605;47825;105289;113097;326847;98701;11346;246569;453731;99951.44;32680;239;15.62;28.07;19.290001;41.91;2.6099999;1.72
MADRE DE DIOS;MANU;HUEPETUHE;170204;87252.14;535329;446271;55509;130904;170920;447857;159452;20862;783352;198248;0;452200;263;26.4;25.139999;12.94;41.540001;2.79;1.49
MADRE DE DIOS;TAHUAMANU;IÑAPARI;170301;59893;150764;121636;18752;39004;41254;120386;43754;10501;224646;47754;0;60800;145;4.1300001;24.889999;7.4000001;2.5599999;3.8399999;0.70999998
MADRE DE DIOS;TAHUAMANU;IBERIA;170302;177065.71;333704;300196;37134;91147;113777;243683;116278;35133;615271;18629;49736.14;186200;717;20.67;18.33;4.3000002;6.3200002;1.64;2.78
MADRE DE DIOS;TAHUAMANU;TAHUAMANU;170303;49984.4;187305;154295;22131;51765;54516;148543;53641;12504;181678;159922;0;53960;99;33.41;27.43;11.14;4.4299998;2.8699999;1.8
MOQUEGUA;MARISCAL NIETO;MOQUEGUA;180101;1321185.04;3728027;3893073;352640;776527;1229202;3242128;1453260;612202;7411555;209545;16385274.17;1621840;9123;26.299999;8.4799995;1.46;1.4299999;0.76999998;1.13
MOQUEGUA;MARISCAL NIETO;CARUMAS;180102;53922;117429;112271;5158;18112;26508;77126;60933;43901;147176;82524;0;18240;130;81.809998;8.1000004;14.41;20.290001;0.52999997;6.3099999
MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;180103;160887.6;44837;38363;1918;5155;5754;24456;23018;23617;64858;18342;0;7600;47;66.129997;10.75;6.4499998;25;0.81;8.6000004
MOQUEGUA;MARISCAL NIETO;SAMEGUA;180104;50000;449317;479783;42101;92598;138537;396781;179079;86961;865529;63571;43510;151240;856;27.42;7.5900002;2.9100001;3.1700001;0.86000001;1.58
MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;180105;50000;98259;92141;4919;12957;15837;58788;56508;42951;182002;8398;0;15960;117;83.610001;8.1300001;22.110001;23.51;0.38;8.1300001
MOQUEGUA;MARISCAL NIETO;TORATA;180106;49999.5;257877;243723;20270;53974;75084;191788;103630;59372;343516;158084;49999.5;62320;285;41.919998;5.98;12.31;6.75;0.94999999;3.4300001
MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;180201;140777.63;151135;149065;14596;26811;41821;100722;71323;47307;214074;86126;0;59280;218;26.530001;9.5699997;17.23;6.3800001;0.27000001;0.090000004
MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;180202;70111.65;35076;33524;3621;5898;6519;19452;20901;13865;32696;35904;0;3040;33;91.620003;4.6199999;6.3600001;13.01;0.57999998;3.1800001
MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;180203;51600;45146;45354;2796;8077;9941;24955;24851;21641;30029;60471;50000;22800;17;57.439999;13.32;10.18;7.3099999;1.04;5.2199998
MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;180204;50000;141842;139358;13045;24745;41621;103845;61500;38515;75063;206137;37765;17480;13;84.720001;10.36;22.559999;30.27;0.88;8.2299995
MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;180205;49967.43;34501;28699;2072;4559;7563;18235;15852;15334;11293;51907;0;7600;10;75.239998;17.92;44.299999;55.369999;0;0.98000002
MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;180206;49999.9;30948;25152;2070;4037;8177;20391;13352;8280;49062;7038;0;2280;13;91.339996;14.96;6.6900001;14.96;0;2.3599999
MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;180207;47973.93;22362;21638;311;3106;4452;10353;11595;15115;16151;27849;0;1520;2;85.040001;7.6900001;11.11;15.38;0.43000001;5.1300001
MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;180208;115751.76;118657;118243;7248;20812;33547;69683;57879;49285;178607;58293;49492;25840;61;68.379997;17.27;25.25;9.29;0.50999999;5.25
MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;180209;139970;25880;24120;1553;3623;4865;16253;13872;10766;30538;19462;0;6840;6;35.619999;9.0100002;9.4399996;10.73;0;0.43000001
MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;180210;50000;86549;83651;5280;14494;23708;45656;47105;35924;94625;75575;50000;9120;29;79.690002;9.1999998;14.94;12.13;0.63999999;6.2600002
MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;180211;49942.4;45114;44286;3518;8795;14486;34353;18522;11382;56392;33008;49942.4;6840;49;97.599998;11.27;34.529999;17.99;0;4.0799999
MOQUEGUA;ILO;ILO;180301;925659.19;3610683;3742317;321875;738185;1228323;3012260;1498575;606550;7341668;11332;1018024.68;2754240;4314;11.14;8.5600004;0.090000004;0.57999998;1.1799999;0.68000001
MOQUEGUA;ILO;EL ALGARROBAL;180302;64198.15;214753;210747;32396;66624;58954;206511;52200;10417;422867;2633;0;21280;47;45.580002;22.26;0.41999999;1.84;0.77999997;0.34999999
MOQUEGUA;ILO;PACOCHA;180303;63161.28;238412;251688;17970;43150;72107;178551;123956;60433;488269;1831;0;152760;104;1.5;2.5899999;0.47999999;0.14;0.34;0.14
PASCO;PASCO;CHAUPIMARCA;190101;572558.29;1339314;1546186;162896;348125;564552;1246872;449546;125366;2882392;3108;7469213.49;1241080;1213;6.9000001;15.52;3.49;6.52;1.61;2.0599999
PASCO;PASCO;HUACHON;190102;189109.22;246918;245882;31541;70795;92666;175893;80810;44088;322432;170368;100000;58520;16;43.040001;26.77;5.71;14.78;2.71;5.2800002
PASCO;PASCO;HUARIACA;190103;99916.74;357655;407845;45930;95774;137790;288588;132955;69413;708059;57441;100000;176320;331;30.469999;21.799999;4.04;21.639999;1.41;5.9000001
PASCO;PASCO;HUAYLLAY;190104;129540;378414;397986;42481;107181;144942;325342;120420;40409;677623;98777;100000;177080;375;15.89;26.040001;7.8000002;11.84;1.45;2.3
PASCO;PASCO;NINACACA;190105;166451;207911;224489;26133;52381;82773;156682;75866;41559;317623;114777;99958;84360;36;40.330002;27.969999;9.9200001;20.65;1.0599999;4.4699998
PASCO;PASCO;PALLANCHACRA;190106;50000;98556;100744;11283;24984;33965;72651;37074;20840;77256;122044;0;25840;17;65.82;27.41;5.0799999;24.870001;1.1799999;8.29
PASCO;PASCO;PAUCARTAMBO;190107;294457.81;593909;585391;60554;143671;209405;425948;226443;123525;825073;354227;200000;216600;204;37.970001;28;6.1900001;19.18;2.2;5.1700001
PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;190108;140247.9;190280;199720;21641;42707;66650;152178;72290;37872;159891;230109;99484;25840;9;61.220001;20.27;5.8600001;9.5500002;4.02;8.21
PASCO;PASCO;SIMON BOLIVAR;190109;347213.46;596884;666416;76438;157481;238639;524936;201341;71488;1172357;90943;669691.55;265240;461;14.91;16.629999;18.49;14.5;1.33;2.6600001
PASCO;PASCO;TICLACAYAN;190110;196886.8;172432;189468;20374;40748;67108;142274;62964;31309;127194;234706;0;75240;68;64.489998;36.18;20.92;28.5;1.54;8.8299999
PASCO;PASCO;TINYAHUARCO;190111;100664.04;325324;326476;39946;80813;112240;278932;108096;33730;643281;8519;87055;130720;180;6.6599998;10.51;2.3099999;3.46;1.41;1.99
PASCO;PASCO;VICCO;190112;73609.8;170383;169117;19226;35573;54799;129054;66081;37645;319468;20032;49213;54720;155;18.860001;22.200001;3.77;10.02;1.9400001;3.6600001
PASCO;PASCO;YANACANCHA;190113;447668.53;1316258;1462342;146315;325208;514001;1200679;475667;129738;2577029;201571;1629052;1186360;970;8.8299999;11.86;3.45;7.5;0.89999998;1.99
PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;190201;395086.8;551287;589413;61790;140342;206514;398785;214402;126538;854320;286380;192964;145160;389;58.369999;24.629999;9.1300001;14.3;1.5599999;7.1199999
PASCO;DANIEL ALCIDES CARRION;CHACAYAN;190202;63209.8;106175;113625;8437;19723;34296;73413;49965;36159;166439;53361;49999.8;8360;12;81.699997;25.32;10.01;42.919998;3.22;13.35
PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;190203;49252.6;79980;87320;6902;14243;23008;68695;41414;14681;143744;23556;45452.6;9880;12;48.560001;23.24;6.5300002;70.5;2.0899999;3.9200001
PASCO;DANIEL ALCIDES CARRION;PAUCAR;190204;68452.8;81061;93439;7887;18184;33958;45569;38340;32315;133203;41297;47091.8;9120;10;90.230003;26.99;7.6199999;28.15;1.49;13.74
PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;190205;68885;72864;74836;5807;17531;26954;49197;29146;19832;120417;27283;50000;5320;10;89.040001;24.700001;4.52;30.610001;0.17;9.5699997
PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;190206;200000;1176389;1136511;59159;171452;274980;1296460;377632;146802;412580;1900320;190180;34200;40;93.139999;72.18;27.52;17.41;7.79;4.5100002
PASCO;DANIEL ALCIDES CARRION;TAPUC;190207;50000;119433;123267;10848;22681;39665;81411;51389;39336;226374;16326;46663.33;28880;34;82.32;20.709999;3.6600001;17.299999;1.77;11.49
PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;190208;61095;106255;106145;9968;19060;29576;79308;49513;26838;149414;62986;0;6080;11;77.57;26.43;9.1400003;21.57;1.71;6.4299998
PASCO;OXAPAMPA;OXAPAMPA;190301;240273.63;895808;908192;88607;189958;308021;738672;340361;149682;1238093;565907;8036388.7;685520;304;4.48;15.58;6.1300001;6.5799999;1.49;1.67
PASCO;OXAPAMPA;CHONTABAMBA;190302;159040.61;279033;276267;34022;62875;101466;224813;91728;43520;247535;307765;99999.27;20520;48;7.23;13.75;6.8800001;7.7199998;1.12;1.75
PASCO;OXAPAMPA;HUANCABAMBA;190303;167115.06;412035;375365;48454;105203;135502;323785;121795;57110;350957;436443;561183;60040;34;15.02;20.379999;28.84;18.16;3.5599999;3.46
PASCO;OXAPAMPA;PALCAZU;190304;187753;435099;394101;54462;133451;176612;306697;122030;40156;193324;635876;100000;102600;201;17.43;28.26;45.740002;26.93;6.2199998;1.71
PASCO;OXAPAMPA;POZUZO;190305;187773.7;260780;250320;30058;67089;106043;188762;84763;36430;145960;365140;91950;42560;5;25.059999;18.969999;38.490002;42.080002;4.6100001;5.6999998
PASCO;OXAPAMPA;PUERTO BERMUDEZ;190306;522495;1010747;982253;142108;355631;473093;717514;248870;63720;663893;1329108;199992.5;125400;298;51.549999;39.790001;37.41;19.450001;8.3599997;2.6300001
PASCO;OXAPAMPA;VILLA RICA;190307;291830;1001716;984284;110126;245620;366687;788076;347090;139341;1472278;513722;0;669560;487;10.47;21.42;7.54;17.15;2.1500001;2.0699999
PASCO;OXAPAMPA;CONSTITUCION;190308;220853;817402;772798;108803;271465;335064;607371;218928;54942;870300;719900;200853;177080;223;43.009998;34.98;24.76;28.129999;6.0700002;2.21
PIURA;PIURA;PIURA;200101;4199248.22;7671692;8487408;688879;1590473;2602729;6524452;3413326;1446297;15500126;658973;6390170.43;4567600;7481;16.99;8.3500004;1.83;1.66;1.1799999;0.55000001
PIURA;PIURA;CASTILLA;200104;2567612.23;8657431;9285569;957799;2100037;3144878;7480982;3123117;1216944;17801616;141383;4872667.16;2316480;4941;33.82;11.32;2.4200001;2.3599999;1.72;1.1900001
PIURA;PIURA;CATACAOS;200105;768899.98;4289564;4442236;540981;1163301;1626434;3367604;1495058;575076;8500117;231683;623554;845880;1897;61.73;22.370001;1.8;27.129999;1.98;3.8
